sector,price,built_up_area,estimated_annual_rent,Annual_Cashflow,ROI (%)
sohna road,0.4,762.0,72000.00000000001,-333780.0,-38.83
sector 86,0.9,1690.0,162000.00000000003,-731079.0,-38.19
sector 71,0.37,425.0,66600.00000000001,-296439.0,-37.87
sector 24,6.5,2844.0,1170000.0000000002,-4737329.0,-35.67
sector 92,1.25,1939.0,225000.00000000003,-989960.0,-37.6
sector 56,4.0,1503.0,720000.0000000001,-2909185.0,-35.62
sector 50,8.5,11111.0,1530000.0000000002,-6545166.0,-36.94
sector 109,1.5,1466.0,270000.00000000006,-1143633.0,-36.71
sector 83,0.65,950.0,117000.00000000001,-519182.0,-37.8
sector 70a,1.65,1142.0,297000.00000000006,-1233908.0,-36.26
sector 37d,1.72,1983.0,309600.00000000006,-1323662.0,-36.93
gwal pahari,1.28,1489.0,230400.00000000003,-989525.0,-37.03
sector 85,2.1,2026.0,378000.00000000006,-1593820.0,-36.6
sector 2,2.68,1557.0,482400.00000000006,-1980504.0,-35.99
sector 110,4.1,3500.0,738000.0000000001,-3075592.0,-36.33
sector 85,2.1,2600.0,378000.00000000006,-1621372.0,-37.0
sector 12,0.65,1167.0,117000.00000000001,-529598.0,-38.27
sector 66,12.0,3150.0,2160000.0000000005,-8632324.0,-35.37
sector 85,2.3,2545.0,414000.00000000006,-1759834.0,-36.79
sector 11,2.2,1800.0,396000.00000000006,-1653523.0,-36.38
sector 109,1.4,1584.0,252000.00000000003,-1078746.0,-36.96
sector 37,0.85,1442.0,153000.00000000003,-683900.0,-37.97
sector 69,1.38,1392.0,248400.0,-1055420.0,-36.78
sector 70a,1.2,1285.0,216000.00000000003,-923292.0,-36.92
sector 37d,1.02,1538.0,183600.00000000003,-808445.0,-37.62
sector 85,2.14,2300.0,385200.00000000006,-1635192.0,-36.76
sector 60,2.82,2400.0,507600.00000000006,-2119739.0,-36.38
sector 106,6.3,3797.0,1134000.0000000002,-4641971.0,-35.92
sector 67,4.5,2854.0,810000.0000000001,-3326788.0,-36.0
sector 57,2.5,2036.0,450000.00000000006,-1876504.0,-36.35
sector 67,2.65,2047.0,477000.00000000006,-1982858.0,-36.27
sector 102,0.45,568.0,81000.00000000001,-359744.0,-37.82
sohna road,0.49,1150.0,88200.00000000001,-415900.0,-39.24
sector 103,0.3,402.0,54000.00000000001,-245949.0,-38.41
sector 111,0.5,374.0,90000.00000000001,-385707.0,-36.98
sector 69,2.0,2186.0,360000.00000000006,-1530949.0,-36.8
sector 91,3.6,2430.0,648000.0000000001,-2671477.0,-36.08
sector 28,4.3,3133.0,774000.0000000001,-3199078.0,-36.14
sector 69,1.52,1428.0,273600.00000000006,-1155920.0,-36.65
sector 71,1.12,1631.0,201600.00000000006,-883460.0,-37.5
sector 37d,1.5,1686.0,270000.00000000006,-1154193.0,-36.92
sector 81,0.89,1194.0,160200.00000000003,-700216.0,-37.44
sector 66,12.0,3150.0,2160000.0000000005,-8632324.0,-35.37
sector 28,2.3,1777.0,414000.00000000006,-1722970.0,-36.3
sector 70a,5.4,2610.0,972000.0000000001,-3950036.0,-35.75
sector 50,2.5,1894.0,450000.00000000006,-1869688.0,-36.26
sector 48,3.45,3000.0,621000.0000000001,-2593011.0,-36.38
sector 53,6.44,3068.0,1159200.0000000002,-4705750.0,-35.73
sector 89,0.65,1390.0,117000.00000000001,-540302.0,-38.74
sector 71,1.32,1985.0,237600.00000000003,-1041554.0,-37.51
sector 107,1.4,2137.0,252000.00000000003,-1105290.0,-37.52
sector 70,1.8,2167.0,324000.00000000006,-1388935.0,-36.99
sohna road,0.72,1095.0,129600.00000000001,-575527.0,-37.81
sector 79,1.5,1416.0,270000.00000000006,-1141233.0,-36.66
sector 33,1.35,1444.0,243000.00000000003,-1036751.0,-36.88
sector 85,1.83,1925.0,329400.00000000006,-1398484.0,-36.76
sector 107,0.29,543.0,52200.00000000001,-245662.0,-39.19
sector 104,0.65,848.0,117000.00000000001,-514286.0,-37.57
sector 1,4.75,4500.0,855000.0000000001,-3582174.0,-36.46
sector 36,4.1,2820.0,738000.0000000001,-3042952.0,-36.09
sector 12,0.6,1178.0,108000.00000000001,-494850.0,-38.55
sector 90,0.7,1176.0,126000.00000000001,-565305.0,-38.06
sector 86,1.3,1339.0,234000.00000000003,-996435.0,-36.83
sector 43,8.44,5000.0,1519200.0000000002,-6209507.0,-35.89
sector 99,3.25,3041.0,585000.0000000001,-2453876.0,-36.48
sector 99,0.32,473.0,57600.00000000001,-263467.0,-38.51
sector 55,4.6,2160.0,828000.0000000001,-3364027.0,-35.75
sector 33,2.5,2093.0,450000.00000000006,-1879240.0,-36.38
sohna road,0.25,481.0,45000.00000000001,-214466.0,-39.49
sector 104,1.3,1303.0,234000.00000000003,-994707.0,-36.79
sector 67,2.85,2127.0,513000.00000000006,-2127800.0,-36.22
sector 14,3.5,1935.0,630000.0000000001,-2577166.0,-35.9
sector 56,1.85,2278.0,333000.00000000006,-1429538.0,-37.02
sector 89,1.1,1103.0,198000.00000000003,-844005.0,-36.86
sector 92,1.1,2286.0,198000.00000000003,-900789.0,-38.38
sector 81,0.6,814.0,108000.00000000001,-477378.0,-37.71
sector 108,0.9,978.23,162000.00000000003,-696914.0,-37.07
sector 25,9.0,3159.0,1620000.0000000002,-6516225.0,-35.52
sector 109,2.2,2576.0,396000.00000000006,-1690771.0,-36.9
sector 2,1.4,1611.0,252000.00000000003,-1080042.0,-36.98
sector 37,1.35,1820.0,243000.00000000003,-1054799.0,-37.28
sector 107,0.36,598.0,64800.00000000001,-297688.0,-38.62
sector 22,4.7,2368.0,846000.0000000001,-3444562.0,-35.8
sector 103,2.2,2602.0,396000.00000000006,-1692019.0,-36.91
sector 4,0.65,585.0,117000.00000000001,-501662.0,-36.99
sector 33,1.2,86.0,216000.00000000003,-865740.0,-35.44
sector 109,6.2,2430.0,1116000.0000000002,-4505804.0,-35.6
sector 24,1.6,540.0,288000.00000000006,-1169736.0,-35.74
sohna road,0.35,694.0,63000.00000000001,-295241.0,-39.09
sector 66,18.0,4500.0,3240000.0000000005,-12930185.0,-35.34
sector 90,1.25,1578.0,225000.00000000003,-972632.0,-37.18
sector 84,1.05,1610.0,189000.00000000003,-833066.0,-37.64
sector 5,0.96,945.0,172800.00000000003,-737650.0,-36.89
sector 99,0.5,652.0,90000.00000000001,-399051.0,-37.78
sector 89,0.86,998.0,154800.00000000003,-669643.0,-37.2
sector 37,1.27,1595.0,228600.00000000003,-987558.0,-37.17
sector 113,2.57,2060.0,462600.00000000006,-1927041.0,-36.32
sector 81,2.35,2513.0,423000.00000000006,-1793573.0,-36.73
sector 83,1.3,1387.0,234000.00000000003,-998739.0,-36.89
sector 82,0.89,1202.0,160200.00000000003,-700600.0,-37.46
sector 102,1.85,2250.0,333000.00000000006,-1428194.0,-37.0
sector 112,3.75,2536.0,675000.0000000001,-2782392.0,-36.08
sector 45,4.49,1836.0,808200.0000000001,-3270869.0,-35.66
sector 74,1.57,1300.0,282600.00000000006,-1185051.0,-36.48
sector 3,1.3,1604.0,234000.00000000003,-1009155.0,-37.13
sector 46,4.5,1845.0,810000.0000000001,-3278356.0,-35.66
sector 69,1.68,1819.0,302400.00000000006,-1287569.0,-36.83
sector 24,10.0,3915.0,1800000.0000000002,-7258023.0,-35.57
sector 70a,1.6,1600.0,288000.00000000006,-1220616.0,-36.72
sector 47,2.15,1950.0,387000.00000000006,-1625447.0,-36.51
sohna road,0.78,1319.0,140400.00000000003,-628610.0,-38.01
sector 109,1.6,1550.0,288000.00000000006,-1218216.0,-36.68
sector 66,19.0,6667.0,3420000.0000000005,-13739712.0,-35.49
sector 92,0.68,1442.0,122400.00000000003,-563963.0,-38.69
sector 82,0.78,1175.0,140400.00000000003,-621698.0,-37.75
sector 59,5.0,4254.0,900000.0000000001,-3746744.0,-36.31
sector 7,0.48,889.0,86400.00000000001,-396317.0,-38.58
sector 84,1.15,1361.0,207000.00000000003,-891665.0,-37.1
sector 37d,1.1,1389.0,198000.00000000003,-857733.0,-37.23
sector 70,1.75,1950.0,315000.00000000006,-1343243.0,-36.87
sector 50,1.4,1245.0,252000.00000000003,-1062474.0,-36.6
sector 69,1.72,1783.0,309600.00000000006,-1314062.0,-36.76
sector 37d,1.16,1535.0,208800.00000000003,-907072.0,-37.3
sector 65,2.8,1650.0,504000.00000000006,-2069629.0,-35.99
sector 86,1.56,1580.0,280800.00000000006,-1191436.0,-36.75
manesar,0.73,1705.0,131400.00000000003,-611863.0,-38.94
sector 50,11.95,3240.0,2151000.0000000005,-8601368.0,-35.38
sector 17,3.5,1440.0,630000.0000000001,-2553406.0,-35.69
sector 37d,1.71,2191.0,307800.00000000006,-1326591.0,-37.11
sector 4,0.46,1000.0,82800.00000000001,-387535.0,-39.06
sector 2,2.75,1557.0,495000.00000000006,-2029889.0,-35.96
sector 15,1.6,1611.0,288000.00000000006,-1221144.0,-36.73
sector 63a,0.42,630.0,75600.00000000001,-341554.0,-38.22
sector 110,3.3,3032.0,594000.0000000001,-2488720.0,-36.46
sector 109,1.75,1946.0,315000.00000000006,-1343051.0,-36.86
sector 86,0.95,1878.0,171000.00000000003,-775379.0,-38.31
sector 37d,1.77,2025.0,318600.00000000006,-1360953.0,-36.91
sector 4,0.7,684.0,126000.00000000001,-541689.0,-37.06
sector 26,3.25,8829.0,585000.0000000001,-2731700.0,-39.0
sector 102,1.7,1700.0,306000.00000000006,-1295968.0,-36.71
sector 70a,1.04,1611.0,187200.00000000003,-826059.0,-37.67
sector 89,0.8,1441.0,144000.00000000003,-648576.0,-38.15
sector 81,4.5,3801.0,810000.0000000001,-3372244.0,-36.31
sector 107,0.82,1236.0,147600.0,-652846.0,-37.72
sector 70a,1.25,1402.0,225000.00000000003,-964184.0,-36.98
sector 62,9.14,3932.0,1645200.0000000002,-6652100.0,-35.64
sector 37d,0.8,1300.0,144000.00000000003,-641808.0,-37.9
sector 86,0.82,1300.0,147600.0,-655918.0,-37.83
sector 49,1.9,1600.0,342000.00000000006,-1432270.0,-36.45
sohna road,0.93,1000.0,167400.00000000003,-719125.0,-37.04
sector 79,0.8,1688.0,144000.00000000003,-660432.0,-38.58
sector 70,2.1,2114.0,378000.00000000006,-1598044.0,-36.67
sohna road,0.27,521.0,48600.00000000001,-230496.0,-39.37
sector 81,0.95,1112.0,171000.00000000003,-738611.0,-37.17
sector 56,1.54,1900.0,277200.00000000006,-1192686.0,-37.07
sector 10,0.9,1086.0,162000.00000000003,-702087.0,-37.24
sector 82,1.3,1774.0,234000.00000000003,-1017315.0,-37.32
sector 79,1.1,2167.0,198000.00000000003,-895077.0,-38.23
sector 22,2.0,1533.0,360000.00000000006,-1499605.0,-36.32
sector 2,0.95,1281.0,171000.00000000003,-746723.0,-37.42
sector 55,1.44,1700.0,259200.00000000003,-1112535.0,-37.02
sector 92,0.42,711.0,75600.00000000001,-345442.0,-38.49
sector 70,1.23,1222.0,221400.00000000003,-941434.0,-36.8
sector 49,1.95,1633.0,351000.00000000006,-1469129.0,-36.43
sector 109,1.4,1466.0,252000.00000000003,-1073082.0,-36.83
sector 57,9.25,5580.0,1665000.0000000002,-6808810.0,-35.9
sector 25,4.5,1350.0,810000.0000000001,-3254596.0,-35.49
sector 37d,0.8,1310.0,144000.00000000003,-642288.0,-37.92
sector 79,1.85,1946.0,333000.00000000006,-1413602.0,-36.76
sector 95,0.55,866.0,99000.00000000001,-444599.0,-38.08
sector 109,8.48,3600.0,1526400.0000000002,-6170527.0,-35.63
sector 67,3.49,2724.0,628200.0000000001,-2607983.0,-36.24
sector 17,6.95,3500.0,1251000.0000000002,-5086297.0,-35.76
sector 33,1.4,113.0,252000.00000000003,-1008138.0,-35.39
sector 71,1.0,1344.0,180000.00000000003,-785022.0,-37.39
sector 56,2.1,2200.0,378000.00000000006,-1602172.0,-36.73
sector 85,2.13,2600.0,383400.00000000006,-1642537.0,-36.97
sector 63,7.52,3956.0,1353600.0000000002,-5510325.0,-35.79
sector 37,1.26,1400.0,226800.00000000003,-971143.0,-36.96
sector 56,1.59,1900.0,286200.00000000006,-1227961.0,-37.01
sector 92,0.85,1743.0,153000.00000000003,-698348.0,-38.46
sector 92,0.7,140.0,126000.00000000001,-515577.0,-35.91
sector 56,2.05,2500.0,369000.00000000006,-1581296.0,-36.98
sector 41,2.75,1640.0,495000.00000000006,-2033873.0,-36.01
sector 49,1.98,1750.75,356400.00000000006,-1495946.0,-36.5
sector 109,9.5,3600.0,1710000.0000000002,-6890148.0,-35.56
sector 72,3.5,2625.0,630000.0000000001,-2610286.0,-36.2
sector 55,3.55,1449.0,639000.0000000001,-2589114.0,-35.68
sector 89,0.86,1226.0,154800.00000000003,-680587.0,-37.58
sector 28,2.2,1956.0,396000.00000000006,-1661011.0,-36.48
sector 88a,0.45,695.0,81000.00000000001,-365840.0,-38.21
sohna road,0.69,1350.0,124200.0,-566602.0,-38.45
sector 110,0.34,500.0,61200.000000000015,-278874.0,-38.42
sector 67,2.95,2236.0,531000.0000000001,-2203583.0,-36.24
sector 67,3.5,2490.0,630000.0000000001,-2603806.0,-36.14
sector 33,2.1,1619.0,378000.00000000006,-1574284.0,-36.32
manesar,1.2,1670.0,216000.00000000003,-941772.0,-37.38
sector 89,1.1,1550.0,198000.00000000003,-865461.0,-37.44
sector 67a,1.4,1149.0,252000.00000000003,-1057866.0,-36.5
sector 69,1.55,1455.0,279000.00000000006,-1178381.0,-36.64
manesar,0.64,1696.0,115200.00000000001,-547935.0,-39.44
sector 43,5.5,1935.0,990000.0000000001,-3988187.0,-35.55
sector 71,1.1,1466.0,198000.00000000003,-861429.0,-37.33
sector 33,1.3,1409.0,234000.00000000003,-999795.0,-36.91
sector 25,6.6,1800.0,1188000.0000000002,-4757768.0,-35.42
sector 31,4.25,1620.0,765000.0000000001,-3091179.0,-35.62
sector 70a,0.92,1319.0,165600.00000000003,-727381.0,-37.56
sohna road,0.4,615.0,72000.00000000001,-326724.0,-38.32
sector 90,1.15,1645.0,207000.00000000003,-905297.0,-37.46
sector 14,2.2,1956.0,396000.00000000006,-1661011.0,-36.48
sector 89,1.0,1230.0,180000.00000000003,-779550.0,-37.23
sector 79,1.9,2389.0,342000.00000000006,-1470142.0,-37.05
sector 81,2.2,1570.0,396000.00000000006,-1642483.0,-36.22
sector 90,1.78,2005.0,320400.00000000006,-1367048.0,-36.88
sector 43,2.45,540.0,441000.00000000006,-1769420.0,-35.46
sector 61,2.45,1223.0,441000.00000000006,-1802204.0,-35.88
sector 99,0.31,583.0,55800.00000000001,-261692.0,-39.11
sector 90,0.7,1224.0,126000.00000000001,-567609.0,-38.15
sector 106,1.35,1678.0,243000.00000000003,-1047983.0,-37.13
sector 109,5.75,4800.0,1035000.0000000001,-4302084.0,-36.27
sector 90,1.25,1700.0,225000.00000000003,-978488.0,-37.32
sector 3,3.5,3800.0,630000.0000000001,-2666686.0,-36.69
sector 99,0.27,538.0,48600.00000000001,-231312.0,-39.46
sector 112,3.75,2225.56,675000.0000000001,-2767491.0,-35.96
sector 74,1.54,1200.0,277200.00000000006,-1159086.0,-36.41
sector 4,0.58,67.0,104400.00000000001,-427412.0,-35.92
sector 72,5.25,3000.0,945000.0000000001,-3862929.0,-35.89
sector 2,3.65,1557.0,657000.0000000001,-2664849.0,-35.71
sector 110,1.8,1850.0,324000.00000000006,-1373719.0,-36.73
sector 6,0.85,1222.0,153000.00000000003,-673340.0,-37.6
manesar,0.75,2717.0,135000.00000000003,-674549.0,-40.63
sector 2,5.2,5200.0,936000.0000000001,-3933254.0,-36.53
sector 107,0.9,1236.0,162000.00000000003,-709287.0,-37.48
sector 90,1.25,1541.0,225000.00000000003,-970856.0,-37.14
sector 50,7.0,2160.0,1260000.0000000002,-5057252.0,-35.47
sector 50,12.0,3240.0,2160000.0000000005,-8636644.0,-35.38
sector 86,1.25,1529.0,225000.00000000003,-970280.0,-37.13
sector 65,2.36,1524.0,424800.00000000006,-1753156.0,-36.11
sector 86,1.05,1715.0,189000.00000000003,-838106.0,-37.78
sector 52,1.76,2199.0,316800.00000000006,-1362250.0,-37.06
sector 81,1.1,1319.0,198000.00000000003,-854373.0,-37.14
sector 92,0.8,1473.0,144000.00000000003,-650112.0,-38.2
sector 83,0.6,990.0,108000.00000000001,-485826.0,-38.12
sector 85,0.93,1587.0,167400.00000000003,-747301.0,-37.94
sector 48,6.4,2700.0,1152000.0000000002,-4659866.0,-35.65
sector 102,1.45,1493.0,261000.00000000003,-1109654.0,-36.8
sector 85,1.18,1700.0,212400.00000000003,-929102.0,-37.46
sector 46,3.5,1620.0,630000.0000000001,-2562046.0,-35.77
sector 83,1.7,2160.0,306000.00000000006,-1318048.0,-37.1
sector 95,0.55,1256.0,99000.00000000001,-463319.0,-39.06
sector 102,0.96,828.0,172800.00000000003,-732034.0,-36.71
sohna road,0.35,699.0,63000.00000000001,-295481.0,-39.11
sector 70,5.0,5333.0,900000.0000000001,-3798536.0,-36.63
sector 5,0.55,1100.0,99000.00000000001,-455831.0,-38.67
sector 33,1.2,1492.0,216000.00000000003,-933228.0,-37.17
sector 74,2.2,1826.0,396000.00000000006,-1654771.0,-36.4
sector 77,1.35,1451.0,243000.00000000003,-1037087.0,-36.89
sector 33,1.2,85.0,216000.00000000003,-865692.0,-35.43
sector 36,0.72,978.0,129600.00000000001,-569911.0,-37.58
sector 12,0.7,1160.0,126000.00000000001,-564537.0,-38.02
sector 69,1.43,1455.0,257400.00000000003,-1093720.0,-36.78
sohna road,0.22,477.809521,39600.00000000001,-193147.0,-40.04
sector 65,5.2,2696.0,936000.0000000001,-3813062.0,-35.81
sector 88a,1.3,1990.0,234000.00000000003,-1027683.0,-37.55
sector 69,0.62,536.0,111600.00000000001,-478144.0,-36.98
sector 95,0.33,694.0,59400.00000000001,-281130.0,-39.32
sector 21,0.8,1256.0,144000.00000000003,-639696.0,-37.82
sector 43,6.5,2661.0,1170000.0000000002,-4728545.0,-35.63
sector 26,20.0,4500.0,3600000.0000000005,-14341206.0,-35.3
sector 37,0.86,1442.0,154800.00000000003,-690955.0,-37.94
dwarka expressway,1.2,1940.0,216000.00000000003,-954732.0,-37.7
sohna road,0.46,789.0,82800.00000000001,-377407.0,-38.43
sector 2,6.0,3000.0,1080000.0000000002,-4392062.0,-35.77
sector 65,5.4,2696.0,972000.0000000001,-3954164.0,-35.78
sector 95,0.26,406.0,46800.00000000001,-217921.0,-38.94
sector 83,0.65,700.0,117000.00000000001,-507182.0,-37.25
sector 66,3.9,2200.0,702000.0000000001,-2872090.0,-35.91
sector 7,3.1,2250.0,558000.0000000001,-2310082.0,-36.18
sohna road,1.55,1053.0,279000.00000000006,-1159085.0,-36.26
sector 108,10.5,7331.0,1890000.0000000002,-7774746.0,-36.03
sector 79,1.0,1300.0,180000.00000000003,-782910.0,-37.33
sector 82,1.16,1844.0,208800.00000000003,-921904.0,-37.68
sector 72,5.0,4500.0,900000.0000000001,-3758552.0,-36.38
sector 38,4.0,1836.0,720000.0000000001,-2925169.0,-35.75
sector 68,1.2,982.0,216000.00000000003,-908748.0,-36.55
sector 86,1.58,1750.0,284400.00000000006,-1213706.0,-36.88
sector 89,0.8,1502.0,144000.00000000003,-651504.0,-38.25
sohna road,0.85,1080.0,153000.00000000003,-666524.0,-37.36
sector 69,1.4,1419.0,252000.00000000003,-1070826.0,-36.78
sector 2,1.15,594.0,207000.00000000003,-854849.0,-36.12
sector 56,1.39,1738.0,250200.0,-1079083.0,-37.13
sector 62,9.2,3867.0,1656000.0000000002,-6691311.0,-35.62
sector 80,1.4,1854.0,252000.00000000003,-1091706.0,-37.23
sector 70a,0.97,1339.0,174600.00000000003,-763617.0,-37.46
sector 77,1.5,1310.0,270000.00000000006,-1136145.0,-36.56
sector 81,0.8,607.0,144000.00000000003,-608544.0,-36.66
sector 31,1.2,1450.0,216000.00000000003,-931212.0,-37.12
sector 23,5.5,2520.0,990000.0000000001,-4016267.0,-35.71
sector 4,0.55,1350.0,99000.00000000001,-467831.0,-39.29
sector 2,0.65,1125.0,117000.00000000001,-527582.0,-38.18
sector 7,0.36,700.0,64800.00000000001,-302584.0,-39.0
sector 66,3.4,2210.0,612000.0000000001,-2519815.0,-36.05
sohna road,5.5,3500.0,990000.0000000001,-4063307.0,-35.98
sector 69,1.92,1389.0,345600.00000000006,-1436252.0,-36.27
sector 73,1.0,1444.0,180000.00000000003,-789822.0,-37.53
sector 68,1.05,1200.0,189000.00000000003,-813386.0,-37.08
sector 43,1.65,540.0,297000.00000000006,-1205012.0,-35.72
sector 99,1.4,1807.0,252000.00000000003,-1089450.0,-37.19
sector 51,0.3,459.0,54000.00000000001,-248685.0,-38.67
sector 65,1.8,1456.0,324000.00000000006,-1354807.0,-36.41
sector 52,1.55,2100.0,279000.00000000006,-1209341.0,-37.25
sector 67a,1.5,1500.0,270000.00000000006,-1145265.0,-36.74
sector 108,1.5,2850.0,270000.00000000006,-1210065.0,-38.03
sector 104,0.22,335.0,39600.00000000001,-186292.0,-39.18
sector 33,1.5,1403.0,270000.00000000006,-1140609.0,-36.65
sohna road,0.28,743.0,50400.000000000015,-248207.0,-40.28
sector 56,1.35,1800.0,243000.00000000003,-1053839.0,-37.26
sector 99,1.05,1390.0,189000.00000000003,-822506.0,-37.34
sector 69,3.05,2856.0,549000.0000000001,-2303894.0,-36.49
sector 60,3.75,2650.0,675000.0000000001,-2787864.0,-36.13
sector 2,3.35,5000.0,603000.0000000001,-2618460.0,-37.29
sector 62,4.25,1600.0,765000.0000000001,-3090219.0,-35.61
sector 10,0.8,1389.0,144000.00000000003,-646080.0,-38.06
sector 92,0.75,1734.0,135000.00000000003,-627365.0,-38.89
sector 69,0.6,584.0,108000.00000000001,-466338.0,-37.16
sector 50,1.82,1830.0,327600.00000000006,-1386869.0,-36.7
sector 102,1.95,1616.0,351000.00000000006,-1468313.0,-36.42
sector 105,1.15,3889.0,207000.00000000003,-1013009.0,-40.12
sector 83,0.8,1195.0,144000.00000000003,-636768.0,-37.72
sector 28,9.54,3240.0,1717200.0,-6901088.0,-35.5
sector 56,1.5,2250.0,270000.00000000006,-1181265.0,-37.46
sector 85,1.58,2227.0,284400.00000000006,-1236602.0,-37.32
sector 85,1.25,1616.0,225000.00000000003,-974456.0,-37.23
sector 92,0.78,846.0,140400.00000000003,-605906.0,-37.14
sector 92,0.65,1571.0,117000.00000000001,-548990.0,-39.12
sector 112,5.31,3573.33,955800.0,-3932780.0,-36.04
sector 72,4.1,2629.0,738000.0000000001,-3033784.0,-36.02
sector 102,1.26,1100.0,226800.00000000003,-956743.0,-36.61
gwal pahari,5.9,5350.0,1062000.0000000002,-4434311.0,-36.38
sector 43,2.0,1467.0,360000.00000000006,-1496437.0,-36.27
sector 86,1.6,1548.0,288000.00000000006,-1218120.0,-36.68
sector 49,4.5,2880.0,810000.0000000001,-3328036.0,-36.01
sohna road,0.24,360.0,43200.00000000001,-201602.0,-38.99
sector 37,0.4,756.0,72000.00000000001,-333492.0,-38.81
sector 36,0.66,823.0,118800.00000000001,-520141.0,-37.48
sector 59,3.9,2295.0,702000.0000000001,-2876650.0,-35.94
sector 70a,0.85,842.0,153000.00000000003,-655100.0,-36.96
sector 84,0.35,531.0,63000.00000000001,-287417.0,-38.45
sector 56,1.99,2000.0,358200.00000000006,-1514966.0,-36.67
sector 79,0.71,1280.0,127800.00000000001,-577352.0,-38.22
sector 104,0.85,1269.0,153000.00000000003,-675596.0,-37.68
sector 7,6.5,4320.0,1170000.0000000002,-4808177.0,-36.01
sector 63a,0.7,693.0,126000.00000000001,-542121.0,-37.07
sector 50,12.25,5850.0,2205000.0000000005,-8938301.0,-35.69
sector 71,1.0,869.0,180000.00000000003,-762222.0,-36.7
sector 67,0.95,826.0,171000.00000000003,-724883.0,-36.73
sector 15,1.07,900.0,192600.00000000003,-813096.0,-36.63
sector 86,0.5,578.0,90000.00000000001,-395499.0,-37.57
sohna road,1.35,2444.0,243000.00000000003,-1084751.0,-37.94
sector 54,11.0,3444.0,1980000.0000000002,-7940925.0,-35.45
sector 63,3.0,2000.0,540000.0000000001,-2227531.0,-36.1
sector 70,1.55,1527.0,279000.00000000006,-1181837.0,-36.71
sector 104,1.75,2072.0,315000.00000000006,-1349099.0,-36.97
sector 10,4.25,2367.0,765000.0000000001,-3127035.0,-35.89
sector 5,0.25,778.0,45000.00000000001,-228722.0,-41.04
